order_id,order_date,customer_id,customer_email,sku,quantity,unit_price,discount_amount,status
A-556669,2025/02/11,CUS-1304,kevin.dsouza@gmail.com,SKU1105,2,899.00,90.00,Completed
A-556670,2025/02/11,,guest_8842@marketplace.amazon.ae,SKU3305,4,29.00,0.00,Completed
A-556671,2025/02/12,CUS-1055,omar.farooq@gmail.com,SKU4403,1,749.00,75.00,Completed
A-556672,2025/02/12,CUS-1078,layla.nasser@gmail.com,SKU2209,1,229.00,22.90,Completed
A-556673,2025/02/13,,guest_7731@marketplace.amazon.ae,SKU3301,3,19.00,0.00,Completed
A-556674,2025/02/13,CUS-1240,meera.chandran@gmail.com,SKU4402,1,599.00,59.90,Completed
A-556675,2025/02/14,CUS-1134,hamdan.sultan@gmail.com,SKU1106,1,1099.00,110.00,Completed
A-556676,2025/02/14,,guest_9103@marketplace.amazon.ae,SKU2201,2,349.00,0.00,Completed
A-556677,2025/02/15,CUS-1021,ahmed.almarzouqi@gmail.com,SKU3308,1,89.00,8.90,Completed
A-556678,2025/02/15,CUS-1304,kevin.dsouza@gmail.com,SKU4404,1,2199.00,0.00,Returned
A-556679,2025/02/16,CUS-1055,omar.farooq@gmail.com,SKU1101,2,199.00,20.00,Completed
A-556680,2025/02/16,,guest_8842@marketplace.amazon.ae,SKU3302,4,45.00,22.50,Completed
A-556681,2025/02/17,CUS-1078,layla.nasser@gmail.com,SKU4401,1,1299.00,130.00,Completed
A-556682,2025/02/17,CUS-1240,meera.chandran@gmail.com,SKU2205,1,529.00,0.00,Completed
A-556683,2025/02/18,,guest_7731@marketplace.amazon.ae,SKU3305,2,29.00,0.00,Completed
A-556684,2025/02/18,CUS-1134,hamdan.sultan@gmail.com,SKU1105,1,899.00,89.90,Completed
A-556685,2025/02/19,CUS-1304,kevin.dsouza@gmail.com,SKU4403,2,749.00,75.00,Completed
A-556686,2025/02/19,CUS-1021,ahmed.almarzouqi@gmail.com,SKU2209,1,229.00,0.00,Completed
A-556687,2025/02/20,,guest_9103@marketplace.amazon.ae,SKU3301,5,19.00,0.00,Completed
A-556688,2025/02/20,CUS-1055,omar.farooq@gmail.com,SKU1103,1,459.00,46.00,Completed
A-556689,2025/02/21,CUS-1078,layla.nasser@gmail.com,SKU4402,1,599.00,60.00,Completed
A-556690,2025/02/21,CUS-1240,meera.chandran@gmail.com,SKU2210,1,189.00,19.00,Completed
A-556691,2025/02/22,,guest_8842@marketplace.amazon.ae,SKU3308,2,89.00,0.00,Completed
A-556692,2025/02/22,CUS-1134,hamdan.sultan@gmail.com,SKU4404,1,2199.00,220.00,Cancelled
A-556693,2025/02/23,CUS-1304,kevin.dsouza@gmail.com,SKU1106,1,1099.00,110.00,Completed
A-556694,2025/02/23,CUS-1021,ahmed.almarzouqi@gmail.com,SKU2201,2,349.00,34.90,Completed
A-556695,2025/02/24,,guest_7731@marketplace.amazon.ae,SKU3302,3,45.00,0.00,Completed
A-556696,2025/02/24,CUS-1055,omar.farooq@gmail.com,SKU4401,1,1299.00,130.00,Completed
A-556697,2025/02/25,CUS-1078,layla.nasser@gmail.com,SKU1105,1,899.00,0.00,Completed
A-556698,2025/02/25,CUS-1240,meera.chandran@gmail.com,SKU2205,2,529.00,53.00,Completed
A-556699,2025/02/26,,guest_9103@marketplace.amazon.ae,SKU3305,3,29.00,0.00,Completed
A-556700,2025/02/26,CUS-1134,hamdan.sultan@gmail.com,SKU4403,1,749.00,74.90,Completed
A-556701,2025/02/27,CUS-1304,kevin.dsouza@gmail.com,SKU2209,1,229.00,22.90,Completed
A-556702,2025/02/27,CUS-1021,ahmed.almarzouqi@gmail.com,SKU1101,3,199.00,30.00,Completed
A-556703,2025/02/28,,guest_8842@marketplace.amazon.ae,SKU3301,4,19.00,0.00,Completed
A-556704,2025/02/28,CUS-1055,omar.farooq@gmail.com,SKU4402,1,599.00,59.90,Completed
