order_id,order_date,customer_id,customer_email,sku,quantity,unit_price,discount_amount,status
W-10128,16/02/2025,,amira.hassan@hotmail.com,SKU-3308,1,89.00,0.00,Completed
W-10129,17/02/2025,CUS-1134,hamdan.sultan@gmail.com,SKU-4401,1,1299.00,130.00,Completed
W-10130,17/02/2025,CUS-1302,priya.nair@gmail.com,SKU-2201,2,349.00,0.00,Completed
W-10131,18/02/2025,CUS-1078,layla.nasser@gmail.com,SKU-1105,1,899.00,89.90,Completed
W-10132,18/02/2025,,rashid.alhammadi@gmail.com,SKU-3302,2,45.00,0.00,Completed
W-10133,19/02/2025,CUS-1021,ahmed.almarzouqi@gmail.com,SKU-2205,1,529.00,53.00,Completed
W-10134,19/02/2025,CUS-1083,khalid.alblooshi@gmail.com,SKU-4403,1,749.00,75.00,Completed
W-10135,20/02/2025,CUS-1200,rashed.alketbi@gmail.com,SKU-1101,2,199.00,0.00,Completed
W-10136,20/02/2025,,nouf.almarri@gmail.com,SKU-3305,3,29.00,0.00,Completed
W-10137,21/02/2025,CUS-1047,fatima.hassan@hotmail.com,SKU-4404,1,2199.00,220.00,Completed
W-10138,21/02/2025,CUS-1301,hassan.alali@gmail.com,SKU-2209,1,229.00,0.00,Completed
W-10139,22/02/2025,CUS-1302,priya.nair@gmail.com,SKU-1103,1,459.00,46.00,Completed
W-10140,22/02/2025,,guest.feb22@gmail.com,SKU-3301,4,19.00,0.00,Completed
W-10141,23/02/2025,CUS-1102,sara.yousuf@gmail.com,SKU-4402,1,599.00,59.90,Completed
W-10142,23/02/2025,CUS-1055,omar.farooq@gmail.com,SKU-2210,1,189.00,0.00,Completed
W-10143,24/02/2025,CUS-1134,hamdan.sultan@gmail.com,SKU-1106,1,1099.00,0.00,Cancelled
W-10144,24/02/2025,,diana.joseph@gmail.com,SKU-3308,2,89.00,8.90,Completed
W-10145,25/02/2025,CUS-1078,layla.nasser@gmail.com,SKU-4401,1,1299.00,0.00,Completed
W-10146,25/02/2025,CUS-1021,ahmed.almarzouqi@gmail.com,SKU-2201,2,349.00,34.90,Completed
W-10147,26/02/2025,CUS-1083,khalid.alblooshi@gmail.com,SKU-1105,1,899.00,0.00,Completed
W-10148,26/02/2025,,marwa.salim@gmail.com,SKU-3302,3,45.00,0.00,Completed
W-10149,27/02/2025,CUS-1301,hassan.alali@gmail.com,SKU-4403,1,749.00,74.90,Completed
W-10150,27/02/2025,CUS-1302,priya.nair@gmail.com,SKU-2205,1,529.00,0.00,Completed
W-10151,28/02/2025,CUS-1047,fatima.hassan@hotmail.com,SKU-1101,2,199.00,20.00,Completed
W-10152,28/02/2025,,ahmed.guest@yahoo.com,SKU-3305,2,29.00,0.00,Completed
